"t2m","u10","v10","tcc","tp","sf"
245.332641382924,2.8293784913715,0.698628944586855,1.000000000001,-1.28286270495437e-13,0
249.121042213139,3.08051734984739,0.845114844231702,0.999572734348581,-1.28286270495437e-13,0
252.94825862563,-0.18821185500277,0.854083368699754,1.000000000001,-1.28286270495437e-13,0
253.969884751155,-2.06488621541044,1.23076139635793,1.000000000001,-1.28286270495437e-13,0
250.619323689023,-3.77871272227515,0.668733863026682,0.991088459250538,-1.28286270495437e-13,0
253.341072318271,-4.26921830523586,1.75018843846594,1.000000000001,-1.28286270495437e-13,0
256.162188838148,-4.74598973187367,2.52447105087442,1.000000000001,0.000215698594115354,0.000193335002103841
258.828043028918,-5.49057720680802,3.55136710246636,1.000000000001,0.00104254320538263,0.000963004092757746
261.538923295129,-6.17434198945525,5.06106872125509,1.000000000001,0.00127621668247993,0.00109026257515521
264.515302144113,-5.64852000452137,6.6529818143343,1.000000000001,0.00312313589569113,0.00251335502734995
267.648495945495,-3.89937709568348,7.27031524855187,1.000000000001,0.0048172686046464,0.00374984249333686
270.359376211706,-0.654192158815442,5.00501544332977,1.000000000001,0.00538797113524936,0.00403005588246205
270.345402602086,1.61194363446303,3.59695710184562,0.99859612714305,0.000130317900560561,0
269.345513202636,3.24238419222442,3.2651216965277,1.000000000001,0.000206711152688527,5.81228645565347e-05
267.631417089294,3.08051734984739,4.04613070228722,1.000000000001,0.000247154639109209,7.58656337369497e-05
266.581843744529,2.26333504863485,4.41159807436033,1.000000000001,0.000274116963389665,8.74902066482566e-05
